DGUID,Alfalfa and alfalfa mixtures (m2),All other tame hay and fodder crops (m2),Barley (m2),Buckwheat (m2),Canary seed (m2),Canola (rapeseed) (m2),Chick peas (m2),Corn for grain (m2),Corn for silage (m2),Dry field peas (m2),Dry white beans (m2),Faba beans (m2),Flaxseed (m2),Forage seed to be harvested for seed (m2),Hemp (m2),Lentils (m2),Mixed grains (m2),Oats (m2),Other dry beans (m2),Other field crops (m2),Potatoes (m2),"Rye, total (m2)",Soybeans (m2),Sugar beets (m2),Sunflower seed (m2),Triticale (m2),"Wheat, total (m2)",year,CD,Total wheat (Grain kg),Total wheat (Straw/Stover kg),Total wheat (Grain kg P),Total wheat (Straw/Stover kg P),Total wheat (Total kg P),Oats (Grain kg),Oats (Straw/Stover kg),Oats (Grain kg P),Oats (Straw/Stover kg P),Oats (Total kg P),Barley (Grain kg),Barley (Straw/Stover kg),Barley (Grain kg P),Barley (Straw/Stover kg P),Barley (Total kg P),Corn for grain (Grain kg),Corn for ethanol (Ethanol kg),Corn for grain (Straw/Stover kg),Corn for grain (Grain kg P),Corn for ethanol (Ethanol kg P),Corn for grain (Straw/Stover kg P),Corn for grain (Total kg P),Corn for ethanol (Total kg P),Corn for silage (Silage kg),Corn for silage (Silage kg P),Corn for silage (Total kg P),Total rye (Grain kg),Total rye (Straw/Stover kg),Total rye (Grain kg P),Total rye (Straw/Stover kg P),Total rye (Total kg P),Canola (rapeseed) (Grain kg),Canola (rapeseed) (Straw/Stover kg),Canola (rapeseed) (Grain kg P),Canola (rapeseed) (Straw/Stover kg P),Canola (rapeseed) (Total kg P),Soybeans (Grain kg),Soybeans (Straw/Stover kg),Soybeans (Grain kg P),Soybeans (Straw/Stover kg P),Soybeans (Total kg P),Dry white beans (Vegetable kg),Dry white beans (Vegetable kg P),Dry white beans (Total kg P),Other dry beans (Vegetable kg),Other dry beans (Vegetable kg P),Other dry beans (Total kg P),Faba beans (Vegetable kg),Faba beans (Vegetable kg P),Faba beans (Total kg P),Alfalfa and alfalfa mixtures (Forage kg),Alfalfa and alfalfa mixtures (Forage kg P),Alfalfa and alfalfa mixtures (Total kg P),All other tame hay and fodder crops (Forage kg),All other tame hay and fodder crops (Forage kg P),All other tame hay and fodder crops (Total kg P),Forage seed for seed  (Forage kg),Forage seed for seed  (Forage kg P),Forage seed for seed  (Total kg P),Potatoes  (Vegetable kg),Potatoes  (Vegetable kg P),Potatoes  (Total kg P),Dry field peas  (Vegetable kg),Dry field peas  (Vegetable kg P),Dry field peas  (Total kg P),Sunflowers (Grain kg),Sunflowers (Straw/Stover kg),Sunflowers (Grain kg P),Sunflowers (Straw/Stover kg P),Sunflowers (Total kg P),Buckwheat (Grain kg),Buckwheat (Straw/Stover kg),Buckwheat (Grain kg P),Buckwheat (Straw/Stover kg P),Buckwheat (Total kg P),Sugar beets  (Beet kg),Sugar beets  (Beet kg P),Sugar beets  (Total kg P),Triticale (Grain kg),Triticale (Straw/Stover kg),Triticale (Grain kg P),Triticale (Straw/Stover kg P),Triticale (Total kg P),Lentils (Grain kg),Lentils (Straw/Stover kg),Lentils (Grain kg P),Lentils (Straw/Stover kg P),Lentils  (Total kg P),Chickpeas (Grain kg),Chickpeas (Straw/Stover kg),Chickpeas (Grain kg P),Chickpeas (Straw/Stover kg P),Chickpeas  (Total kg P),Hemp (Grain kg),Hemp (Straw/Stover kg),Hemp (Grain kg P),Hemp (Straw/Stover kg P),Hemp  (Total kg P),Flaxseed  (Grain kg),Flaxseed (Straw/Stover kg),Flaxseed  (Grain kg P),Flaxseed (Straw/Stover kg P),Flaxseed  (Total kg P),Forage seed for seed (Forage kg),Forage seed for seed (Forage kg P),Forage seed for seed (Total kg P),Potatoes (Vegetable kg),Potatoes (Vegetable kg P),Potatoes (Total kg P),Dry field peas (Vegetable kg),Dry field peas (Vegetable kg P),Dry field peas (Total kg P),Sugar beets (Beet kg),Sugar beets (Beet kg P),Sugar beets (Total kg P),Lentils (Total kg P),Chickpeas (Total kg P),Hemp (Total kg P),Flaxseed (Grain kg),Flaxseed (Grain kg P),Flaxseed (Total kg P)
2021A00032411,55680000.0,44280000.0,13180000.0,0.0,0.0,2100000.0,0.0,0.0,5100000.0,1300000.0,0.0,220000.0,0.0,0.0,0.0,0.0,3360000.0,14010000.0,0.0,0.0,0.0,1840000.0,0.0,0.0,0.0,0.0,10370000.0,2021,2411,3758945.057491487,4695775.520181079,23305.45935644722,3287.042864126756,26592.502220573977,4019993.089753537,6281239.202739903,13667.976505162027,10049.982724383844,23717.95922954587,4736748.38872212,3959108.5584379,16104.944521655207,4355.01941428169,20459.963935936896,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,8002863.652313151,20007.15913078288,20007.15913078288,636362.6106087188,1138424.167280311,1654.542787582669,1366.1090007363732,3020.651788319042,487233.1694202418,1671186.2332771576,3849.14203841991,7186.100803091777,11035.242841511688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24658.68352253352,110.96407585140085,110.96407585140085,49927109.03762423,109839.6398827733,109839.6398827733,39704963.86828306,87350.92051022274,87350.92051022274,0.0,0.0,0.0,0.0,0.0,0.0,1340535704.225004,5362142.816900016,5362142.816900016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340535704.225004,5362142.816900016,5362142.816900016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032412,75640000.0,77720000.0,7040000.0,0.0,0.0,0.0,0.0,0.0,16410000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6270000.0,22280000.0,0.0,0.0,0.0,5780000.0,0.0,0.0,0.0,0.0,7750000.0,2021,2412,2809240.520304631,3509379.00495693,17417.29122588871,2456.565303469851,19873.856529358563,6392965.456081999,9989008.525128124,21736.0825506788,15982.413640204999,37718.4961908838,2530099.291092847,2114728.6988924746,8602.33758971568,2326.201568781722,10928.539158497402,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,25750390.69303114,64375.97673257785,64375.97673257785,1999008.6354991277,3576136.7863479336,5197.422452297732,4291.36414361752,9488.786595915251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67824829.87797947,149214.62573155484,149214.62573155484,69689923.03168383,153317.83066970445,153317.83066970445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032413,49370000.0,53370000.0,11990000.0,0.0,0.0,0.0,0.0,0.0,0.0,1890000.0,0.0,0.0,0.0,0.0,0.0,0.0,3610000.0,15620000.0,0.0,0.0,0.0,2440000.0,0.0,0.0,0.0,0.0,0.0,2021,2413,0.0,0.0,0.0,0.0,0.0,4481962.317055692,7003066.12039952,15238.671877989354,11204.905792639232,26443.577670628587,4309075.355142505,3601647.315301246,14650.856207484518,3961.8120468313705,18612.66825431589,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,0.0,0.0,0.0,843872.1575463446,1509649.4392195428,2194.067609620496,1811.5793270634513,4005.6469366839474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44269062.018453814,97391.9364405984,97391.9364405984,47855779.62173142,105282.71516780913,105282.71516780913,0.0,0.0,0.0,0.0,0.0,0.0,1948932677.6809673,7795730.7107238695,7795730.7107238695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948932677.6809673,7795730.7107238695,7795730.7107238695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032414,121220000.0,69700000.0,14020000.0,0.0,0.0,2450000.0,0.0,11070000.0,39080000.0,0.0,0.0,0.0,0.0,4810000.0,0.0,0.0,5030000.0,8350000.0,0.0,0.0,0.0,11600000.0,15470000.0,0.0,0.0,420000.0,30450000.0,2021,2414,11037596.624938842,13788463.31625013,68433.09907462081,9651.924321375092,78085.0233959959,2395927.3589894385,3743636.4984209985,8146.153020564092,5989.8183974735975,14135.97141803769,5038635.235954789,4211434.141828479,17131.359802246283,4632.577556011327,21763.937358257608,10176490.601024989,426720,14194524.582911195,28494.173682869972,1194.816,28389.049165822395,56883.22284869237,1194.816,61323904.22203881,153309.76055509702,153309.76055509702,4011851.240794097,7177021.924158483,10430.813226064653,8612.42630899018,19043.239535054832,568438.6976569488,1949717.272156684,4490.665711489896,8383.78427027374,12874.449981763635,4598445.454619137,8773806.18415265,29430.050909562473,19302.373605135832,48732.4245146983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108695476.96732776,239130.04932812107,239130.04932812107,62498554.23711223,137496.8193216469,137496.8193216469,4313027.917941318,9488.6614194709,9488.6614194709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152242.71206812194,190185.7009137949,943.904814822356,133.12999063965646,1077.0348054620124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4313027.917941318,9488.6614194709,9488.6614194709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032415,11710000.0,14220000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,0.0,2021,2415,0.0,0.0,0.0,0.0,0.0,602568.5573506373,941513.3708603708,2048.733094992167,1506.4213933765932,3555.15448836876,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500115.783595184,23100.254723909406,23100.254723909406,12750781.07965188,28051.718375234133,28051.718375234133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86995.83546749825,108677.54337931138,539.3741798984892,76.07428036551796,615.4484602640072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032416,10640000.0,18270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640000.0,7810000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3870000.0,2021,2416,1402807.8469134094,1752425.3869913958,8697.408650863137,1226.6977708939771,9924.106421757115,2240981.158527846,3501533.06019976,7619.335938994677,5602.452896319616,13221.788835314293,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9540668.824718425,20989.471414380536,20989.471414380536,16382332.652970452,36041.131836534994,36041.131836534994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032417,48200000.0,56950000.0,3910000.0,0.0,0.0,0.0,0.0,10230000.0,8830000.0,500000.0,0.0,70000.0,0.0,0.0,370000.0,0.0,6200000.0,10570000.0,0.0,0.0,0.0,3380000.0,14950000.0,0.0,0.0,0.0,8850000.0,2021,2417,3207971.432863998,4007484.412112107,19889.42288375679,2805.2390884784754,22694.661972235266,3032928.405331541,4738950.633330533,10311.95657812724,7582.321013328853,17894.27759145609,1405211.3960473055,1174515.513163292,4777.7187465608395,1291.9670644796213,6069.685811040461,9371910.934822552,426720,13117433.28664693,26241.350617503147,1194.816,26234.86657329386,52476.217190797004,1194.816,13855938.441161789,34639.84610290447,34639.84610290447,1168970.447748625,2091235.698591006,3039.323164146425,2509.482838309207,5548.806002455633,0.0,0.0,0.0,0.0,0.0,4443875.859505889,8478888.32922315,28440.80550083769,18653.554324290933,47094.359825128624,0.0,0.0,0.0,0.0,0.0,0.0,7845.9447571697565,35.3067514072639,35.3067514072639,43219947.119495116,95083.88366288926,95083.88366288926,51065891.87666488,112344.96212866272,112344.96212866272,0.0,0.0,0.0,0.0,0.0,0.0,515590655.4711554,2062362.6218846217,2062362.6218846217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48655.0,119362.0,306.5265,250.6602,557.1867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515590655.4711554,2062362.6218846217,2062362.6218846217,0.0,0.0,0.0,0.0,0.0,557.1867,0.0,0.0,0.0
2021A00032418,35210000.0,31870000.0,5060000.0,0.0,0.0,340000.0,0.0,12970000.0,11650000.0,280000.0,0.0,0.0,0.0,0.0,0.0,0.0,1420000.0,4670000.0,0.0,0.0,0.0,740000.0,30190000.0,0.0,0.0,0.0,11160000.0,2021,2418,4045306.349238669,5053505.767137979,25080.89936527975,3537.4540369965857,28618.353402276338,1339997.6965845122,2093746.400913301,4555.992168387343,3349.994241461282,7905.986409848625,1818508.8654729838,1519961.2523289663,6182.930142608146,1671.9573775618628,7854.887520170008,11996373.17934003,426720,16630802.514937505,33589.84490215209,1194.816,33261.60502987501,66851.4499320271,1194.816,18281051.28420553,45702.62821051382,45702.62821051382,255928.4412230717,457844.50205838593,665.4139471799864,549.413402470063,1214.8273496500494,78885.37028708677,270573.0091972541,623.1944252679855,1163.4639395481927,1786.6583648161782,8973953.99320955,17122250.077541597,57433.30555654112,37668.95017059152,95102.25572713264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31572081.7028511,69458.57974627243,69458.57974627243,28577172.504114304,62869.77950905147,62869.77950905147,0.0,0.0,0.0,0.0,0.0,0.0,288730767.063847,1154923.0682553882,1154923.0682553882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288730767.063847,1154923.0682553882,1154923.0682553882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032419,92960000.0,109630000.0,4460000.0,0.0,0.0,0.0,0.0,34950000.0,35200000.0,0.0,0.0,0.0,1040000.0,0.0,0.0,0.0,5260000.0,13760000.0,710000.0,1660000.0,3060000.0,4390000.0,87860000.0,0.0,0.0,0.0,37280000.0,2021,2419,13513353.109284729,16881245.071586367,83782.78927756532,11816.871550110458,95599.66082767578,3948258.737687985,6169154.277637477,13424.079708139148,9870.646844219964,23294.726552359112,1602875.4031639344,1339728.6927642666,5449.776370757377,1473.7015620406933,6923.4779327980705,33049541.111637164,426720,44814691.43385242,92538.71511258406,1194.816,89629.38286770483,182168.0979802889,1194.816,55235451.09047508,138088.6277261877,138088.6277261877,1518278.185093628,2716131.5730220466,3947.523281243433,3259.3578876264555,7206.881168869888,0.0,0.0,0.0,0.0,0.0,26116316.58971153,49829774.48866528,167144.42617415378,109625.50387506362,276769.9300492174,0.0,0.0,0.0,79580.29682272182,358.1113357022482,358.1113357022482,0.0,0.0,0.0,83355317.10017149,183381.6976203773,183381.6976203773,98302962.71183091,216266.517966028,216266.517966028,0.0,0.0,0.0,26553501598.375034,15932100.95902502,15932100.95902502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166192.0,332384.0,847.5792,1243.11616,2090.69536,0.0,0.0,0.0,26553501598.375034,15932100.95902502,15932100.95902502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166192.0,847.5792,2090.69536
2021A00032420,8000000.0,9020000.0,0.0,0.0,0.0,0.0,0.0,0.0,2240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10620000.0,0.0,1740000.0,13480000.0,2180000.0,9840000.0,0.0,0.0,0.0,0.0,2021,2420,0.0,0.0,0.0,0.0,0.0,3047275.275744651,4761367.618351018,10360.735937531814,7618.188189361628,17978.924126893442,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,3514983.2512120507,8787.458128030126,8787.458128030126,753951.3538733734,1348785.1547125424,1960.2735200707707,1618.5421856550508,3578.8157057258213,0.0,0.0,0.0,0.0,0.0,2924932.3382968525,5580753.254819785,18719.566965099857,12277.657160603527,30997.224125703382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7173435.206555206,15781.557454421454,15781.557454421454,8088048.195390995,17793.70602986019,17793.70602986019,0.0,0.0,0.0,116974248871.27303,70184549.32276382,70184549.32276382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116974248871.27303,70184549.32276382,70184549.32276382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032421,9150000.0,9980000.0,0.0,590000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2421,0.0,0.0,0.0,0.0,0.0,720212.8947381426,1125332.6480283479,2448.723842109685,1800.5322368453565,4249.256078955042,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8204616.517497517,18050.15633849454,18050.15633849454,8948860.42017762,19687.492924390765,19687.492924390765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75864.4573857262,52904.08464834465,235.17981789575123,26.452042324172325,261.63186021992357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4840000.0,0.0,0.0,8700000.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2422,0.0,0.0,0.0,0.0,0.0,1388777.0559890878,2169964.1499829497,4721.841990362899,3471.9426399727195,8193.784630335618,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75495249642.43883,45297149.785463296,45297149.785463296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75495249642.43883,45297149.785463296,45297149.785463296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032423,0.0,17820000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15978826.922601722,35153.41922972379,35153.41922972379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032425,9090000.0,17280000.0,0.0,0.0,0.0,0.0,0.0,11170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,0.0,0.0,0.0,0.0,15790000.0,0.0,0.0,0.0,6250000.0,2021,2425,2265516.548632767,2830144.3588362336,14046.202601523155,1981.1010511853635,16027.303652708519,688649.7798292997,1076015.2809832809,2341.409251419619,1721.6244495732494,4063.0337009928685,0.0,0.0,0.0,0.0,0.0,10272273.894620517,426720,14322749.73722837,28762.36690493745,1194.816,28645.499474456738,57407.86637939419,1194.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4693565.205458059,8955294.094878497,30038.817314931577,19701.647008732692,49740.46432366427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8150815.753448353,17931.79465758638,17931.79465758638,15494620.046159245,34088.16410155034,34088.16410155034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032426,51280000.0,102630000.0,0.0,0.0,0.0,0.0,0.0,42500000.0,27400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750000.0,14180000.0,0.0,1470000.0,0.0,4470000.0,68740000.0,0.0,0.0,0.0,21470000.0,2021,2426,7782502.447863282,9722111.90147423,48251.51517675235,6805.478331031961,55056.99350778431,4068772.4491581125,6357456.951809552,13833.826327137584,10171.931122895283,24005.757450032866,0.0,0.0,0.0,0.0,0.0,40281179.77809955,426720,54495690.58479907,112787.30337867874,1194.816,108991.38116959816,221778.68454827688,1194.816,42995777.26929026,107489.44317322565,107489.44317322565,1545946.1246853115,2765628.2759472774,4019.4599241818096,3318.7539311367327,7338.213855318542,0.0,0.0,0.0,0.0,0.0,20432911.477085937,38985871.82279594,130770.63345334999,85768.91801015107,216539.55146350106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45981719.674018875,101159.78328284151,101159.78328284151,92026206.9060951,202457.6551934092,202457.6551934092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
