Year,2021 (heads),2021 (heads),2021 (heads),2021 (heads),2021 (heads),2021 (heads),2021 (heads),2021 (heads),2021 (kg live),2021 (kg carcass),2021 (kg slaugther waste),2021 (kg P live),2021 (kg P carcass),2021 (kg P slaugther waste),2021 (kg live),2021 (kg carcass),2021 (kg slaugther waste),2021 (kg P live),2021 (kg P carcass),2021 (kg P slaugther waste),2021 (kg live),2021 (kg carcass),2021 (kg slaugther waste),2021 (kg P live),2021 (kg P carcass),2021 (kg P slaugther waste),2021 (kg live),2021 (kg carcass),2021 (kg slaugther waste),2021 (kg P live),2021 (kg P carcass),2021 (kg P slaugther waste),2021 (kg live),2021 (kg carcass),2021 (kg slaugther waste),2021 (kg P live),2021 (kg P carcass),2021 (kg P slaugther waste),2021 (kg live),2021 (kg carcass),2021 (kg slaugther waste),2021 (kg P live),2021 (kg P carcass),2021 (kg P slaugther waste),2021 (kg live),2021 (kg carcass),2021 (kg slaugther waste),2021 (kg P live),2021 (kg P carcass),2021 (kg P slaugther waste),2021 (kg live),2021 (kg carcass),2021 (kg slaugther waste),2021 (kg P live),2021 (kg P carcass),2021 (kg P slaugther waste)
2449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2452,2228.0298258018897,24.27106768657196,1.8502924728418075,49.16565725204924,13.917340063585653,59686.97113839429,1102.4612746673522,28.9795590409462,313706.53205904836,250965.2256472387,62741.306411809666,1668.9187505541372,1335.1350004433098,333.78375011082744,1039.4348552727556,478.1400334254676,561.294821847288,5.40506124741833,2.486328173812432,2.918733073605898,52.51130037925049,26.255650189625246,26.255650189625246,0.3308211923892781,0.16541059619463905,0.16541059619463905,14434.714373355033,7939.092905345269,6495.621468009764,115.47771498684027,63.512743242762156,51.96497174407811,10589.725172914936,5188.965334728318,5400.759838186617,78.36396627957052,38.39834347698955,39.96562280258097,141799.30417175547,102095.49900366394,39703.80516809154,708.9965208587773,510.4774950183197,198.5190258404577,9981.79561162178,7685.98262094877,2295.812990673009,50.907157619271075,39.19851136683873,11.708646252432347,68.34801660600517,36.224448801182746,32.12356780482243,0.41008809963603104,0.21734669280709645,0.19274140682893456
2453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,311478.5696471042,3393.0952625827604,258.6708877032847,6873.358883836484,1945.6441408892742,8344238.565147522,154124.08619849585,4051.3423539242785,43856173.181854956,35084938.54548397,8771234.636370987,233314.84132746837,186651.8730619747,46662.968265493655,145312.99276713125,66843.97667288038,78469.01609425087,755.6275623890824,347.58867869897796,408.0388836901045,7341.079793019219,3670.5398965096097,3670.5398965096097,46.24880269602109,23.124401348010544,23.124401348010544,2017973.0693950336,1109885.1881672686,908087.881227765,16143.784555160271,8879.081505338148,7264.70304982212,1480443.5791735079,725417.3537950189,755026.225378489,10955.282485883958,5368.08841808314,5587.194067800818,19823542.723211415,14272950.76071222,5550591.962499196,99117.71361605708,71364.75380356109,27752.959812495978,1395455.0265047248,1074500.3704086381,320954.6560960866,7116.820635174096,5479.9518890840545,1636.868746090042,9555.052721519525,5064.177942405348,4490.874779114177,57.33031632911715,30.385067654432092,26.945248674685057
2457,6238.483512245291,67.9589895224015,5.1808189239570615,137.66384030573786,38.96855217803983,167123.51918750402,3086.8915690685863,81.14276531464935,878378.2897653353,702702.6318122683,175675.65795306698,4672.972501551584,3738.378001241267,934.5945003103163,2910.417594763716,1338.7920935913094,1571.6255011724065,15.134171492771323,6.9617188866748085,8.172452606096513,147.0316410619014,73.5158205309507,73.5158205309507,0.9262993386899789,0.46314966934498947,0.46314966934498947,40417.20024539409,22229.46013496675,18187.740110427338,323.3376019631527,177.83568107973403,145.5019208834187,29651.23048416182,14529.102937239291,15122.12754692253,219.41910558279744,107.51536173557075,111.90374384722672,397038.05168091535,285867.39721025905,111170.6544706563,1985.1902584045768,1429.3369860512953,555.8532723532815,27949.02771254098,21520.751338656555,6428.276373884426,142.540041333959,109.75583182714843,32.78420950681057,191.3744464968145,101.42845664331169,89.94598985350281,1.148246678980887,0.6085707398598701,0.5396759391210169
2458,313706.5994729061,3417.366330269332,260.5211801761265,6922.524541088533,1959.5614809528597,8403925.536285916,155226.5474731632,4080.3219129652243,44169879.71391401,35335903.77113121,8833975.942782797,234983.76007802252,187987.00806241806,46996.75201560448,146352.42762240398,67322.11670630584,79030.31091609814,761.0326236365006,350.0750068727904,410.95761676371035,7393.59109339847,3696.795546699235,3696.795546699235,46.57962388841036,23.28981194420518,23.28981194420518,2032407.7837683884,1117824.2810726138,914583.5026957747,16259.262270147108,8942.59424858091,7316.668021566197,1491033.3043464227,730606.3191297471,760426.9852166756,11033.646452163528,5406.486761560128,5627.159690603399,19965342.02738317,14375046.259715883,5590295.767667288,99826.71013691585,71875.23129857941,27951.47883833644,1405436.8221163466,1082186.3530295868,323250.4690867597,7167.727792793368,5519.150400450893,1648.5773923424745,9623.400738125529,5100.40239120653,4522.998346918998,57.74040442875317,30.602414347239183,27.13799008151399
2459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,30746.811596066076,334.94073407469307,25.534036125216943,678.4860700782795,192.059292877482,823680.2017098411,15213.96559040946,399.9179147650575,4329150.142414866,3463320.1139318934,865830.0284829726,23031.07875764709,18424.863006117674,4606.215751529415,14344.201002764028,6598.332461271453,7745.868541492575,74.58984521437294,34.311328798611555,40.278516415761395,724.6559452336568,362.3279726168284,362.3279726168284,4.5653324549720375,2.2826662274860188,2.2826662274860188,199199.05835229944,109559.4820937647,89639.57625853474,1593.5924668183957,876.4758567501177,717.116610068278,146138.2073862261,71607.72161925079,74530.48576697531,1081.422734658073,529.8971399824559,551.5255946756173,1956830.3975702254,1408917.8862505623,547912.5113196631,9784.151987851126,7044.589431252812,2739.5625565983155,137748.77944038055,106066.56016909302,31682.219271287526,702.5187751459407,540.9394568623744,161.57931828356638,943.2026291628714,499.8973934563219,443.3052357065495,5.659215774977229,2.999384360737931,2.6598314142392967
2461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463,311478.5696471042,3393.0952625827604,258.6708877032847,6873.358883836484,1945.6441408892742,8344238.565147522,154124.08619849585,4051.3423539242785,43856173.181854956,35084938.54548397,8771234.636370987,233314.84132746837,186651.8730619747,46662.968265493655,145312.99276713125,66843.97667288038,78469.01609425087,755.6275623890824,347.58867869897796,408.0388836901045,7341.079793019219,3670.5398965096097,3670.5398965096097,46.24880269602109,23.124401348010544,23.124401348010544,2017973.0693950336,1109885.1881672686,908087.881227765,16143.784555160271,8879.081505338148,7264.70304982212,1480443.5791735079,725417.3537950189,755026.225378489,10955.282485883958,5368.08841808314,5587.194067800818,19823542.723211415,14272950.76071222,5550591.962499196,99117.71361605708,71364.75380356109,27752.959812495978,1395455.0265047248,1074500.3704086381,320954.6560960866,7116.820635174096,5479.9518890840545,1636.868746090042,9555.052721519525,5064.177942405348,4490.874779114177,57.33031632911715,30.385067654432092,26.945248674685057
2464,245528.88680336825,2674.67165906023,203.9022305071672,5418.055429175826,1533.6908750071389,6577504.21945105,121491.23246834222,3193.547406312271,34570459.832907125,27656367.866325703,6914091.966581423,183914.84631106592,147131.87704885274,36782.96926221317,114545.72105105767,52691.03168348653,61854.68936757114,595.6377494654998,273.99336475412997,321.6443847113699,5786.745301793405,2893.3726508967025,2893.3726508967025,36.456495401298454,18.228247700649227,18.228247700649227,1590705.5239437246,874888.0381690486,715817.485774676,12725.644191549798,6999.104305352389,5726.539886197408,1166987.7140552257,571823.9798870606,595163.7341681651,8635.70908400867,4231.497451164248,4404.211632844422,15626283.31972745,11250923.990203764,4375359.329523686,78131.41659863725,56254.61995101882,21876.79664761843,1099993.87640072,846995.2848285545,252998.5915721656,5609.968769643672,4319.675952625628,1290.2928170180446,7531.951429981771,3991.934257890339,3540.0171720914323,45.19170857989063,23.951605547342034,21.24010303254859
2465,1525754.8247091342,16620.82715176448,1267.0802854020699,33668.64208620332,9530.594475543454,40873637.83557241,754965.4808922028,19845.202031239955,214826233.1540363,171860986.52322906,42965246.63080725,1142875.5603794733,914300.4483035787,228575.11207589458,711804.988890783,327430.2948897602,384374.69400102284,3701.385942232072,1702.6375334267532,1998.7484088053188,35959.738499710744,17979.869249855372,17979.869249855372,226.54635254817768,113.27317627408884,113.27317627408884,9884892.402873525,5436690.82158044,4448201.581293086,79079.1392229882,43493.52657264352,35585.61265034469,7251843.798412147,3553403.461221952,3698440.337190195,53663.64410824989,26295.185613042442,27368.458495207444,97104163.49681816,69914997.71770906,27189165.77910909,485520.8174840908,349574.9885885453,135945.82889554545,6835533.634838595,5263360.898825718,1572172.736012877,34861.221537676836,26843.140584011162,8018.0809536656725,46804.72177179234,24806.502539049943,21998.219232742398,280.828330630754,148.83901523429967,131.98931539645437
2466,2012802.1446294272,21926.48254804911,1671.554219965289,44416.25476150128,12572.925013443279,53921209.7264254,995963.515534486,26180.133637590796,283402481.0621443,226721984.84971544,56680496.21242884,1507701.1992506078,1206160.9594004862,301540.23985012143,939025.4482534075,431951.70619656745,507073.74205684004,4882.932330917719,2246.148872222151,2636.7834586955682,47438.7087626149,23719.35438130745,23719.35438130745,298.8638652044739,149.43193260223694,149.43193260223694,13040320.964888936,7172176.530688915,5868144.4342000205,104322.5677191115,57377.41224551133,46945.15547360017,9566757.721211353,4687711.283393563,4879046.437817791,70794.00713696402,34689.063497112365,36104.94363985165,128101491.38876389,92233073.79991,35868417.588853896,640507.4569438194,461165.36899954994,179342.08794426947,9017554.155539116,6943516.699765119,2074037.4557739971,45989.5261932495,35411.935168802105,10577.591024447385,61745.59820186508,32725.167046988496,29020.431154876587,370.4735892111905,196.35100228193096,174.1225869292595
2467,100261.34216108505,1092.1980458957382,83.26316127788134,2212.454576342216,626.2803028613544,2685913.701227743,49610.75736003085,1304.080156842579,14116793.942657178,11293435.154125743,2823358.7885314357,75101.34377493619,60081.075019948956,15020.268754987239,46774.568487274,21516.301504146042,25258.26698312796,243.2277561338248,111.88476782155942,131.3429883122654,2363.0085170662724,1181.5042585331362,1181.5042585331362,14.886953657517516,7.443476828758758,7.443476828758758,649562.1468009765,357259.1807405371,292302.96606043936,5196.497174407812,2858.073445924297,2338.423728483515,476537.63278117205,233503.44006277432,243034.19271839774,3526.3784825806733,1727.9254564645298,1798.453026116143,6380968.687728997,4594297.455164878,1786671.2325641196,31904.843438644988,22971.487275824387,8933.356162820599,449180.8025229801,345869.21794269467,103311.58458028542,2290.8220928671985,1763.933011507743,526.8890813594556,3075.6607472702335,1630.100196053224,1445.5605512170096,18.4539644836214,9.780601176319344,8.673363307302058
2468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2471,66395.28880889632,723.2778170598444,55.13871569068587,1465.1365861110676,414.7367338948525,1778671.73992415,32853.3459850871,863.5908594201967,9348454.655359643,7478763.724287714,1869690.9310719287,49733.7787665133,39787.023013210644,9946.755753302661,30975.158687128114,14248.572996078934,16726.58569104918,161.0708251730662,74.09257957961046,86.97824559345572,1564.836751301665,782.4183756508324,782.4183756508324,9.858471533200488,4.929235766600244,4.929235766600244,430154.48832598,236584.96857928904,193569.519746691,3441.2359066078407,1892.6797486343123,1548.5561579735281,315573.81015286513,154631.1669749039,160942.64317796123,2335.2461951312016,1144.270635614289,1190.975559516913,4225619.264318313,3042445.8703091857,1183173.3940091277,21128.09632159157,15212.229351545928,5915.8669700456385,297457.50922632904,229042.28210427336,68415.22712205569,1517.0332970542781,1168.1156387317942,348.917658322484,2036.7708948589543,1079.4885742752458,957.2823205837085,12.220625369153725,6.476931445651474,5.743693923502251
2472,313706.5994729061,3417.366330269332,260.5211801761265,6922.524541088533,1959.5614809528597,8403925.536285916,155226.5474731632,4080.3219129652243,44169879.71391401,35335903.77113121,8833975.942782797,234983.76007802252,187987.00806241806,46996.75201560448,146352.42762240398,67322.11670630584,79030.31091609814,761.0326236365006,350.0750068727904,410.95761676371035,7393.59109339847,3696.795546699235,3696.795546699235,46.57962388841036,23.28981194420518,23.28981194420518,2032407.7837683884,1117824.2810726138,914583.5026957747,16259.262270147108,8942.59424858091,7316.668021566197,1491033.3043464227,730606.3191297471,760426.9852166756,11033.646452163528,5406.486761560128,5627.159690603399,19965342.02738317,14375046.259715883,5590295.767667288,99826.71013691585,71875.23129857941,27951.47883833644,1405436.8221163466,1082186.3530295868,323250.4690867597,7167.727792793368,5519.150400450893,1648.5773923424745,9623.400738125529,5100.40239120653,4522.998346918998,57.74040442875317,30.602414347239183,27.13799008151399
2473,457637.3262197082,4985.277302821881,380.0500739217073,10098.625999570913,2858.621649060493,12259703.871826187,226445.54581667416,5952.401427010349,64435321.68492854,51548257.34794283,12887064.336985707,342795.91136381985,274236.72909105587,68559.18227276397,213499.91927302402,98209.96286559105,115289.95640743297,1110.1995802197248,510.6918069010735,599.5077733186514,10785.821097898051,5392.910548949026,5392.910548949026,67.95067291675772,33.97533645837886,33.97533645837886,2964890.3322871234,1630689.682757918,1334200.6495292054,23719.122658296987,13045.517462063346,10673.605196233642,2175129.5505167274,1065813.4797531965,1109316.070763531,16095.958673823783,7887.019750173654,8208.938923650128,29125577.076878577,20970415.495352574,8155161.581526004,145627.8853843929,104852.07747676288,40775.80790763002,2050260.8186271135,1578700.8303428774,471559.98828423605,10456.330174998278,8051.374234748675,2404.955940249604,14038.682610873464,7440.501783762937,6598.180827110527,84.23209566524078,44.64301070257762,39.589084962663165
2474,4456.0596516037795,48.54213537314392,3.700584945683615,98.33131450409849,27.834680127171307,119373.94227678858,2204.9225493347044,57.9591180818924,627413.0641180967,501930.4512944774,125482.61282361933,3337.8375011082744,2670.2700008866195,667.5675002216549,2078.869710545511,956.2800668509352,1122.589643694576,10.81012249483666,4.972656347624864,5.837466147211796,105.02260075850099,52.51130037925049,52.51130037925049,0.6616423847785562,0.3308211923892781,0.3308211923892781,28869.428746710066,15878.185810690538,12991.242936019527,230.95542997368054,127.02548648552431,103.92994348815623,21179.45034582987,10377.930669456637,10801.519676373235,156.72793255914104,76.7966869539791,79.93124560516193,283598.60834351095,204190.99800732787,79407.61033618308,1417.9930417175547,1020.9549900366394,397.0380516809154,19963.59122324356,15371.96524189754,4591.625981346018,101.81431523854215,78.39702273367746,23.417292504864694,136.69603321201035,72.44889760236549,64.24713560964486,0.8201761992720621,0.4346933856141929,0.38548281365786913
2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
